Day,Y,Updated Y,OverallInfectionRate
428,0.0011216880423715500,0.0011323194212423100,0.42
429,0.0010954026128944900,0.0011060339917652500,0.42
430,0.0010696847954634300,0.0010803161743341900,0.42
431,0.0010445247290533700,0.0010551561079241300,0.42
432,0.0010199125997648200,0.0010305439786355900,0.42
433,0.0009958386482470630,0.0010064700271178200,0.42
434,0.0009722931766053500,0.0009829245554761110,0.42
435,0.0009492665548146050,0.0009598979336853660,0.42
436,0.0009267492266614690,0.0009373806055322300,0.42
437,0.0009047317152360740,0.0009153630941068350,0.42
438,0.0008832046279942380,0.0008938360068649990,0.42
439,0.0008621586614101910,0.0008727900402809520,0.42
440,0.0008415846052393340,0.0008522159841100960,0.42
441,0.0008214733464098960,0.0008321047252806570,0.42
442,0.0008018158725617380,0.0008124472514324990,0.42
443,0.0007826032752499740,0.0007932346541207360,0.42
444,0.0007638267528304090,0.0007744581317011700,0.42
445,0.0007454776130432360,0.0007561089919139970,0.42
446,0.0007275472753108240,0.0007381786541815850,0.42
447,0.0007100272727648360,0.0007206586516355970,0.42
448,0.0006929092540173270,0.0007035406328880880,0.42
449,0.0006761849846899290,0.0006868163635606900,0.42
450,0.0006598463487146600,0.0006704777275854210,0.42
451,0.0006438853494193330,0.0006545167282900940,0.42
452,0.0006282941104100320,0.0006389254892807930,0.42
453,0.0006130648762626010,0.0006236962551333620,0.42
454,0.0005981900130345590,0.0006088213919053200,0.42
455,0.0005836620086084010,0.0005942933874791620,0.42
456,0.0005694734728767390,0.0005801048517475000,0.42
457,0.0005556171377792690,0.0005662485166500300,0.42
458,0.0005420858572011380,0.0005527172360718990,0.42
459,0.0005288726067417960,0.0005395039856125570,0.42
460,0.0005159704833630390,0.0005266018622338000,0.42
461,0.0005033727049245210,0.0005140040837952820,0.42
462,0.0004910726096146220,0.0005017039884853830,0.42
463,0.0004790636552841850,0.0004896950341549460,0.42
464,0.0004673394186902600,0.0004779707975610210,0.42
465,0.0004558935946566530,0.0004665249735274140,0.42
466,0.0004447199951577150,0.0004553513740284760,0.42
467,0.0004338125483315190,0.0004444439272022800,0.42
468,0.0004231652974282110,0.0004337966762989720,0.42
469,0.0004127723996990560,0.0004234037785698170,0.42
470,0.0004026281252314040,0.0004132595041021650,0.42
471,0.0003927268557344960,0.0004033582346052570,0.42
472,0.0003830630832808100,0.0003936944621515710,0.42
473,0.0003736314090073530,0.0003842627878781140,0.42
474,0.0003644265417810750,0.0003750579206518360,0.42
475,0.0003554432968323580,0.0003660746757031190,0.42
476,0.0003466765943602860,0.0003573079732310470,0.42
477,0.0003381214581132090,0.0003487528369839700,0.42
478,0.0003297730139479030,0.0003404043928186640,0.42
479,0.0003216264883704290,0.0003322578672411900,0.42
480,0.0003136772070616150,0.0003243085859323760,0.42
481,0.0003059205933898980,0.0003165519722606590,0.42
482,0.0002983521669141150,0.0003089835457848760,0.42
483,0.0002909675418786340,0.0003015989207493950,0.42
484,0.0002837624257031090,0.0002943938045738700,0.42
485,0.0002767326174689540,0.0002873639963397150,0.42
486,0.0002698740064045230,0.0002805053852752840,0.42
487,0.0002631825703708330,0.0002738139492415940,0.42
488,0.0002566543743495480,0.0002672857532203090,0.42
489,0.0002502855689348310,0.0002609169478055920,0.42
490,0.0002440723888305300,0.0002547037677012910,0.42
491,0.0002380111513541020,0.0002486425302248630,0.42
492,0.0002320982549485280,0.0002427296338192890,0.42
493,0.0002263301777034110,0.0002369615565741720,0.42
494,0.0002207034758863450,0.0002313348547571060,0.42
495,0.0002152147824855510,0.0002258461613563120,0.42
496,0.0002098608057647010,0.0002204921846354620,0.42
497,0.0002046383278307830,0.0002152697067015450,0.42
498,0.0001995442032157570,0.0002101755820865180,0.42
499,0.0001945753574727160,0.0002052067363434770,0.42
500,0.0001897287857871890,0.0002003601646579510,0.42
501,0.0001850015516041440,0.0001956329304749050,0.42
502,0.0001803907852712190,0.0001910221641419800,0.42
503,0.0001758936826986390,0.0001865250615694000,0.42
504,0.0001715075040362230,0.0001821388829069840,0.42
505,0.0001672295723678460,0.0001778609512386070,0.42
506,0.0001630572724236650,0.0001736886512944260,0.42
507,0.0001589880493103950,0.0001696194281811560,0.42
508,0.0001550194072598400,0.0001656507861306010,0.42
509,0.0001511489083959030,0.0001617802872666640,0.42
510,0.0001473741715202130,0.0001580055503909740,0.42
511,0.0001436928709165020,0.0001543242497872630,0.42
512,0.0001401027351738260,0.0001507341140445870,0.42
